title,link,category
"Bruxism, see Teeth grinding (bruxism)",/conditions/teeth-grinding/,symptoms
Bulging eyes (exophthalmos),/conditions/bulging-eyes/,symptoms
Catarrh,/conditions/catarrh/,symptoms
Chest pain,/conditions/chest-pain/,symptoms
"Coccyx pain, see Tailbone (coccyx) pain",/conditions/tailbone-coccyx-pain/,symptoms
"Confusion (sudden), see Sudden confusion (delirium)",/conditions/confusion/,symptoms
Constipation,/conditions/constipation/,symptoms
Cough,/conditions/cough/,symptoms
Coughing up blood (blood in phlegm),/conditions/coughing-up-blood/,symptoms
"Cyanosis, see Blue or grey skin or lips (cyanosis)",/conditions/blue-skin-or-lips-cyanosis/,symptoms
"Deafness, see Hearing loss",/conditions/hearing-loss/,symptoms
Dehydration,/conditions/dehydration/,symptoms
"Delirium, see Sudden confusion (delirium)",/conditions/confusion/,symptoms
"Dental pain, see Toothache",/conditions/toothache/,symptoms
Diarrhoea and vomiting,/conditions/diarrhoea-and-vomiting/,symptoms
"Diarrhoea, see Diarrhoea and vomiting",/conditions/diarrhoea-and-vomiting/,symptoms
Dizziness,/conditions/dizziness/,symptoms
Double vision,/conditions/double-vision/,symptoms
Dry eyes,/conditions/dry-eyes/,symptoms
"Dry lips, see Sore or dry lips",/conditions/sore-or-dry-lips/,symptoms
Dry mouth,/conditions/dry-mouth/,symptoms
Dysphagia (swallowing problems),/conditions/swallowing-problems-dysphagia/,symptoms
Earache,/conditions/earache/,symptoms
"Ectopic beats, see Heart palpitations",/conditions/heart-palpitations/,symptoms
Ejaculation problems,/conditions/ejaculation-problems/,symptoms
Elbow and arm pain,/conditions/elbow-and-arm-pain/,symptoms
Erectile dysfunction (impotence),/conditions/erection-problems-erectile-dysfunction/,symptoms
"Essential tremor, see Tremor or shaking hands",/conditions/tremor-or-shaking-hands/,symptoms
Excessive daytime sleepiness (hypersomnia),/conditions/excessive-daytime-sleepiness-hypersomnia/,symptoms
Excessive hair growth (hirsutism),/conditions/hirsutism/,symptoms
Excessive sweating (hyperhidrosis),/conditions/excessive-sweating-hyperhidrosis/,symptoms
Excessive thirst,/conditions/thirst/,symptoms
"Eye flashes, see Floaters and flashes in the eyes",/conditions/floaters-and-flashes-in-the-eyes/,symptoms
"Eye floaters, see Floaters and flashes in the eyes",/conditions/floaters-and-flashes-in-the-eyes/,symptoms
Eyelid problems,/conditions/eyelid-problems/,symptoms
Fainting,/conditions/fainting/,symptoms
Farting (flatulence),/conditions/flatulence/,symptoms
Feeling sick (nausea),/conditions/feeling-sick-nausea/,symptoms
"Fever in adults, see High temperature (fever) in adults",/conditions/fever-in-adults/,symptoms
"Fever in children, see High temperature (fever) in children",/conditions/fever-in-children/,symptoms
Finger pain,/conditions/hand-pain/finger-pain/,symptoms
"Fits (seizures), see What to do if someone has a seizure (fit)",/conditions/what-to-do-if-someone-has-a-seizure-fit/,symptoms
"Flatulence, see Farting (flatulence)",/conditions/flatulence/,symptoms
Floaters and flashes in the eyes,/conditions/floaters-and-flashes-in-the-eyes/,symptoms
Foot pain,/conditions/foot-pain/,symptoms
"Gastro-oesophageal reflux disease (GORD), see Heartburn and acid reflux",/conditions/heartburn-and-acid-reflux/,symptoms
"Gastroenteritis, see Diarrhoea and vomiting",/conditions/diarrhoea-and-vomiting/,symptoms
Hair loss,/conditions/hair-loss/,symptoms
"Halitosis, see Bad breath",/conditions/bad-breath/,symptoms
Hallucinations and hearing voices,/mental-health/feelings-symptoms-behaviours/feelings-and-symptoms/hallucinations-hearing-voices/,symptoms
Hand pain,/conditions/hand-pain/,symptoms
Headaches,/conditions/headaches/,symptoms
Hearing loss,/conditions/hearing-loss/,symptoms
"Hearing voices, see Hallucinations and hearing voices",/mental-health/feelings-symptoms-behaviours/feelings-and-symptoms/hallucinations-hearing-voices/,symptoms
"Heart pain, see Chest pain",/conditions/chest-pain/,symptoms
Heart palpitations,/conditions/heart-palpitations/,symptoms
Heartburn and acid reflux,/conditions/heartburn-and-acid-reflux/,symptoms
Heavy periods,/conditions/heavy-periods/,symptoms
Heel pain,/conditions/foot-pain/heel-pain/,symptoms
Hiccups,/conditions/hiccups/,symptoms
High temperature (fever) in adults,/conditions/fever-in-adults/,symptoms
High temperature (fever) in children,/conditions/fever-in-children/,symptoms
Hip pain in adults,/conditions/hip-pain/,symptoms
Hip pain in children (irritable hip),/conditions/hip-pain-children-irritable-hip/,symptoms
"Hirsutism, see Excessive hair growth (hirsutism)",/conditions/hirsutism/,symptoms
Hives,/conditions/hives/,symptoms
"Hookworm, see Worms in humans",/conditions/worms-in-humans/,symptoms
"Hyperhidrosis, see Excessive sweating (hyperhidrosis)",/conditions/excessive-sweating-hyperhidrosis/,symptoms
"Hypersomnia, see Excessive daytime sleepiness (hypersomnia)",/conditions/excessive-daytime-sleepiness-hypersomnia/,symptoms
"Impotence, see Erectile dysfunction (impotence)",/conditions/erection-problems-erectile-dysfunction/,symptoms
"Incontinence (urinary), see Urinary incontinence",/conditions/urinary-incontinence/,symptoms
Indigestion,/conditions/indigestion/,symptoms
Insomnia,/conditions/insomnia/,symptoms
Irregular periods,/conditions/irregular-periods/,symptoms
"Irritable hip, see Hip pain in children (irritable hip)",/conditions/hip-pain-children-irritable-hip/,symptoms
Itchy bottom,/conditions/itchy-anus/,symptoms
Itchy skin,/conditions/itchy-skin/,symptoms
Joint pain,/conditions/joint-pain/,symptoms
Knee pain,/conditions/knee-pain/,symptoms
Leg cramps,/conditions/leg-cramps/,symptoms
Limping in children,/conditions/limp-in-children/,symptoms
"Lips (sore or dry), see Sore or dry lips",/conditions/sore-or-dry-lips/,symptoms
Lost or changed sense of smell,/conditions/lost-or-changed-sense-smell/,symptoms
"Low mood, sadness and depression",/mental-health/feelings-symptoms-behaviours/feelings-and-symptoms/low-mood-sadness-depression/,symptoms
Low sex drive (loss of libido),/conditions/loss-of-libido/,symptoms
"Lower back pain, see Back pain",/conditions/back-pain/,symptoms
"Lumbago, see Back pain",/conditions/back-pain/,symptoms
Lumps,/conditions/lumps/,symptoms
Memory loss (amnesia),/conditions/memory-loss-amnesia/,symptoms
"Menstrual pain, see Period pain",/conditions/period-pain/,symptoms
Metallic taste,/conditions/metallic-taste/,symptoms
"Metatarsalgia, see Pain in the ball of the foot",/conditions/foot-pain/pain-in-the-ball-of-the-foot/,symptoms
Missed or late periods,/conditions/missed-or-late-periods/,symptoms
Nail problems,/conditions/nail-problems/,symptoms
"Nausea, see Feeling sick (nausea)",/conditions/feeling-sick-nausea/,symptoms
Neck pain,/conditions/neck-pain-and-stiff-neck/,symptoms
Night sweats,/conditions/night-sweats/,symptoms
Nipple discharge,/conditions/nipple-discharge/,symptoms
Ovulation pain,/conditions/ovulation-pain/,symptoms
"Pain in testicles, see Testicle pain",/conditions/testicle-pain/,symptoms
Pain in the back of the hand,/conditions/hand-pain/pain-in-the-back-of-the-hand/,symptoms
Pain in the ball of the foot,/conditions/foot-pain/pain-in-the-ball-of-the-foot/,symptoms
Pain in the bottom of the foot,/conditions/foot-pain/pain-in-the-bottom-of-the-foot/,symptoms
Pain in the palm of the hand,/conditions/hand-pain/pain-in-the-palm-of-the-hand/,symptoms
Pain in the top of the foot,/conditions/foot-pain/pain-in-the-top-of-the-foot/,symptoms
"Painful periods, see Period pain",/conditions/period-pain/,symptoms
"Palpitations, see Heart palpitations",/conditions/heart-palpitations/,symptoms
Paralysis,/conditions/paralysis/,symptoms
Pelvic pain,/conditions/pelvic-pain/,symptoms
Penis lumps and spots,/conditions/penis-lumps-and-spots/,symptoms
Period pain,/conditions/period-pain/,symptoms
"Periods (heavy), see Heavy periods",/conditions/heavy-periods/,symptoms
"Periods (irregular), see Irregular periods",/conditions/irregular-periods/,symptoms
"Periods (missed or late), see Missed or late periods",/conditions/missed-or-late-periods/,symptoms
Pins and needles,/conditions/pins-and-needles/,symptoms
Postmenopausal bleeding,/conditions/post-menopausal-bleeding/,symptoms
"Premature ejaculation, see Ejaculation problems",/conditions/ejaculation-problems/,symptoms
Priapism (painful erections),/conditions/priapism-painful-erections/,symptoms
"Proctalgia, see Anal pain",/conditions/anal-pain/,symptoms
Rashes in babies and children,/conditions/rashes-babies-and-children/,symptoms
"Rectal bleeding, see Bleeding from the bottom (rectal bleeding)",/conditions/bleeding-from-the-bottom-rectal-bleeding/,symptoms
Red eye,/conditions/red-eye/,symptoms
Reflux in babies,/conditions/reflux-in-babies/,symptoms
"Roundworm, see Worms in humans",/conditions/worms-in-humans/,symptoms
"Seizures (fits), see What to do if someone has a seizure (fit)",/conditions/what-to-do-if-someone-has-a-seizure-fit/,symptoms
"Sense of smell (lost/changed), see Lost or changed sense of smell",/conditions/lost-or-changed-sense-smell/,symptoms
"Shaking, see Tremor or shaking hands",/conditions/tremor-or-shaking-hands/,symptoms
Shortness of breath,/conditions/shortness-of-breath/,symptoms
Shoulder pain,/conditions/shoulder-pain/,symptoms
Smelly feet,/conditions/smelly-feet/,symptoms
Smelly urine,/conditions/smelly-urine/,symptoms
Snoring,/conditions/snoring/,symptoms
Soiling (child pooing their pants),/conditions/soiling-child-pooing-their-pants/,symptoms
Sore or dry lips,/conditions/sore-or-dry-lips/,symptoms
Sore or white tongue,/conditions/sore-or-white-tongue/,symptoms
Sore throat,/conditions/sore-throat/,symptoms
Stomach ache,/conditions/stomach-ache/,symptoms
"Stomach bug, see Diarrhoea and vomiting",/conditions/diarrhoea-and-vomiting/,symptoms
Stress,/mental-health/feelings-symptoms-behaviours/feelings-and-symptoms/stress/,symptoms
Stretch marks,/conditions/stretch-marks/,symptoms
Sudden confusion (delirium),/conditions/confusion/,symptoms
"Swallowing problems, see Dysphagia (swallowing problems)",/conditions/swallowing-problems-dysphagia/,symptoms
"Sweating (excessive), see Excessive sweating (hyperhidrosis)",/conditions/excessive-sweating-hyperhidrosis/,symptoms
"Sweating at night, see Night sweats",/conditions/night-sweats/,symptoms
"Swollen ankles, feet and legs (oedema)",/conditions/oedema/,symptoms
Swollen arms and hands (oedema),/conditions/swollen-arms-and-hands-oedema/,symptoms
Swollen glands,/conditions/swollen-glands/,symptoms
Tailbone (coccyx) pain,/conditions/tailbone-coccyx-pain/,symptoms
"Tapeworm, see Worms in humans",/conditions/worms-in-humans/,symptoms
Teeth grinding (bruxism),/conditions/teeth-grinding/,symptoms
Testicle lumps and swellings,/conditions/testicle-lumps-and-swellings/,symptoms
Testicle pain,/conditions/testicle-pain/,symptoms
"Thirst (excessive), see Excessive thirst",/conditions/thirst/,symptoms
"Throat (sore), see Sore throat",/conditions/sore-throat/,symptoms
Thumb pain,/conditions/hand-pain/thumb-pain/,symptoms
Tinnitus,/conditions/tinnitus/,symptoms
Tiredness and fatigue,/conditions/tiredness-and-fatigue/,symptoms
"Tongue (sore or white), see Sore or white tongue",/conditions/sore-or-white-tongue/,symptoms
Toothache,/conditions/toothache/,symptoms
Tremor or shaking hands,/conditions/tremor-or-shaking-hands/,symptoms
"Tremor, see Tremor or shaking hands",/conditions/tremor-or-shaking-hands/,symptoms
"Tummy ache, see Stomach ache",/conditions/stomach-ache/,symptoms
"Tummy bug, see Diarrhoea and vomiting",/conditions/diarrhoea-and-vomiting/,symptoms
Twitching eyes and muscles,/conditions/twitching-eyes-and-muscles/,symptoms
Unintentional weight loss,/conditions/unintentional-weight-loss/,symptoms
"Upper back pain, see Back pain",/conditions/back-pain/,symptoms
Urinary incontinence,/conditions/urinary-incontinence/,symptoms
"Urine (smelly), see Smelly urine",/conditions/smelly-urine/,symptoms
Vaginal bleeding between periods or after sex,/conditions/vaginal-bleeding-between-periods-or-after-sex/,symptoms
Vaginal discharge,/conditions/vaginal-discharge/,symptoms
Vaginal dryness,/conditions/vaginal-dryness/,symptoms
Vomiting blood,/conditions/vomiting-blood/,symptoms
"Vomiting, see Diarrhoea and vomiting",/conditions/diarrhoea-and-vomiting/,symptoms
Watering eyes,/conditions/watering-eyes/,symptoms
"Weight loss (unexpected), see Unintentional weight loss",/conditions/unintentional-weight-loss/,symptoms
"Weight loss (unintentional), see Unintentional weight loss",/conditions/unintentional-weight-loss/,symptoms
What to do if someone has a seizure (fit),/conditions/what-to-do-if-someone-has-a-seizure-fit/,symptoms
"Wind, see Farting (flatulence)",/conditions/flatulence/,symptoms
Worms in humans,/conditions/worms-in-humans/,symptoms
Wrist pain,/conditions/hand-pain/wrist-pain/,symptoms
Abdominal aortic aneurysm (AAA) screening,/conditions/abdominal-aortic-aneurysm-screening/,tests-and-treatments
Abortion,/tests-and-treatments/abortion/,tests-and-treatments
Acupuncture,/conditions/acupuncture/,tests-and-treatments
Adenoidectomy,/conditions/adenoidectomy/,tests-and-treatments
Alexander technique,/conditions/alexander-technique/,tests-and-treatments
Amputation,/conditions/amputation/,tests-and-treatments
Angiography,/conditions/angiography/,tests-and-treatments
"Angioplasty, see Coronary angioplasty and stent insertion",/conditions/coronary-angioplasty/,tests-and-treatments
Aortic valve replacement,/conditions/aortic-valve-replacement/,tests-and-treatments
Arthroscopy,/conditions/arthroscopy/,tests-and-treatments
Barium enema,/conditions/barium-enema/,tests-and-treatments
BCG vaccine for tuberculosis (TB),/vaccinations/bcg-vaccine-for-tuberculosis-tb/,tests-and-treatments
Biopsy,/conditions/biopsy/,tests-and-treatments
Blood groups,/conditions/blood-groups/,tests-and-treatments
Blood pressure test,/conditions/blood-pressure-test/,tests-and-treatments
Blood tests,/conditions/blood-tests/,tests-and-treatments
Blood transfusion,/conditions/blood-transfusion/,tests-and-treatments
Bone density scan (DEXA scan),/conditions/dexa-scan/,tests-and-treatments
Bowel cancer screening,/conditions/bowel-cancer-screening/,tests-and-treatments
Braces and orthodontics,/conditions/braces-and-orthodontics/,tests-and-treatments
Breast reduction on the NHS,/conditions/breast-reduction-on-the-nhs/,tests-and-treatments
Breast screening (mammogram),/conditions/breast-screening-mammogram/,tests-and-treatments
"CABG, see Coronary artery bypass graft",/conditions/coronary-artery-bypass-graft-cabg/,tests-and-treatments
Caesarean section,/conditions/caesarean-section/,tests-and-treatments
Cardiac catheterisation and coronary angiography,/conditions/coronary-angiography/,tests-and-treatments
Carotid endarterectomy,/conditions/carotid-endarterectomy/,tests-and-treatments
Cataract surgery,/conditions/cataract-surgery/,tests-and-treatments
Cervical screening,/tests-and-treatments/cervical-screening/,tests-and-treatments
Chemotherapy,/tests-and-treatments/chemotherapy/,tests-and-treatments
Chickenpox vaccine,/vaccinations/chickenpox-vaccine/,tests-and-treatments
Children's flu vaccine,/vaccinations/child-flu-vaccine/,tests-and-treatments
Chiropractic,/conditions/chiropractic/,tests-and-treatments
Chorionic villus sampling,/conditions/chorionic-villus-sampling-cvs/,tests-and-treatments
Circumcision in boys,/conditions/circumcision-in-boys/,tests-and-treatments
Circumcision in men,/conditions/circumcision-in-men/,tests-and-treatments
Clinical trials,/conditions/clinical-trials/,tests-and-treatments
Cognitive behavioural therapy (CBT),/mental-health/talking-therapies-medicine-treatments/talking-therapies-and-counselling/cognitive-behavioural-therapy-cbt/,tests-and-treatments
Colonoscopy,/conditions/colonoscopy/,tests-and-treatments
Colostomy,/tests-and-treatments/colostomy/,tests-and-treatments
Colposcopy,/conditions/colposcopy/,tests-and-treatments
Combined pill,/contraception/methods-of-contraception/combined-pill/,tests-and-treatments
Complementary and alternative medicine,/conditions/complementary-and-alternative-medicine/,tests-and-treatments
Condoms,/contraception/methods-of-contraception/condoms/,tests-and-treatments
Consent to treatment,/conditions/consent-to-treatment/,tests-and-treatments
Continuous glucose monitoring and hybrid closed loop for diabetes,/tests-and-treatments/cgm-and-hcl-for-diabetes/,tests-and-treatments
Contraception,/contraception/,tests-and-treatments
Contraceptive implant,/contraception/methods-of-contraception/contraceptive-implant/,tests-and-treatments
Contraceptive injection,/contraception/methods-of-contraception/contraceptive-injection/,tests-and-treatments
Contraceptive patch,/contraception/methods-of-contraception/contraceptive-patch/,tests-and-treatments
Cornea transplant,/conditions/cornea-transplant/,tests-and-treatments
Coronary angioplasty and stent insertion,/conditions/coronary-angioplasty/,tests-and-treatments
Coronary artery bypass graft,/conditions/coronary-artery-bypass-graft-cabg/,tests-and-treatments
Cosmetic procedures,/tests-and-treatments/cosmetic-procedures/,tests-and-treatments
Counselling,/mental-health/talking-therapies-medicine-treatments/talking-therapies-and-counselling/counselling/,tests-and-treatments
COVID-19 rapid lateral flow test,/tests-and-treatments/covid-19-rapid-lateral-flow-test/,tests-and-treatments
COVID-19 vaccine,/vaccinations/covid-19-vaccine/,tests-and-treatments
CT scan,/conditions/ct-scan/,tests-and-treatments
Cystoscopy,/tests-and-treatments/cystoscopy/,tests-and-treatments
Dentures (false teeth),/conditions/dentures/,tests-and-treatments
"DEXA scan, see Bone density scan (DEXA scan)",/conditions/dexa-scan/,tests-and-treatments
Diabetic eye screening,/conditions/diabetic-eye-screening/,tests-and-treatments
Dialysis,/conditions/dialysis/,tests-and-treatments
Diaphragm or cap,/contraception/methods-of-contraception/contraceptive-diaphragm-or-cap/,tests-and-treatments
Do not attempt cardiopulmonary resuscitation (DNACPR) decisions,/conditions/do-not-attempt-cardiopulmonary-resuscitation-dnacpr-decisions/,tests-and-treatments
Echocardiogram,/conditions/echocardiogram/,tests-and-treatments
Electrocardiogram (ECG),/conditions/electrocardiogram/,tests-and-treatments
Electroencephalogram (EEG),/conditions/electroencephalogram/,tests-and-treatments
Electrolyte test,/conditions/electrolyte-test/,tests-and-treatments
Emergency contraceptive pill (morning after pill),/contraception/methods-of-contraception/emergency-contraceptive-pill-morning-after-pill/,tests-and-treatments
Emollients,/conditions/emollients/,tests-and-treatments
End of life care,/tests-and-treatments/end-of-life-care/,tests-and-treatments
Endoscopy,/conditions/endoscopy/,tests-and-treatments
Enhanced recovery,/conditions/enhanced-recovery/,tests-and-treatments
Epidural,/conditions/epidural/,tests-and-treatments
Euthanasia and assisted suicide,/conditions/euthanasia-and-assisted-suicide/,tests-and-treatments
Eye tests for children,/conditions/eye-tests-in-children/,tests-and-treatments
Female sterilisation,/contraception/methods-of-contraception/female-sterilisation/,tests-and-treatments
Femoral hernia repair,/conditions/femoral-hernia-repair/,tests-and-treatments
First aid,/conditions/first-aid/,tests-and-treatments
Flu vaccine,/vaccinations/flu-vaccine/,tests-and-treatments
Gallbladder removal,/conditions/gallbladder-removal/,tests-and-treatments
Gastrectomy,/tests-and-treatments/gastrectomy/,tests-and-treatments
Gastroscopy,/conditions/gastroscopy/,tests-and-treatments
General anaesthetic,/conditions/general-anaesthesia/,tests-and-treatments
Genetic and genomic testing,/conditions/genetic-and-genomic-testing/,tests-and-treatments
"Genetic test for cancer gene, see Predictive genetic tests for cancer risk genes",/conditions/predictive-genetic-tests-cancer/,tests-and-treatments
Hand tendon repair,/conditions/hand-tendon-repair/,tests-and-treatments
Having an operation (surgery),/conditions/having-surgery/,tests-and-treatments
Hearing aids and implants,/conditions/hearing-aids-and-implants/,tests-and-treatments
Hearing tests,/conditions/hearing-tests/,tests-and-treatments
"Heart bypass, see Coronary artery bypass graft",/conditions/coronary-artery-bypass-graft-cabg/,tests-and-treatments
"Heart valve replacement, see Aortic valve replacement",/conditions/aortic-valve-replacement/,tests-and-treatments
Help for suicidal thoughts,/mental-health/feelings-symptoms-behaviours/behaviours/help-for-suicidal-thoughts/,tests-and-treatments
Hepatitis B vaccine,/vaccinations/hepatitis-b-vaccine/,tests-and-treatments
Herbal medicines,/conditions/herbal-medicines/,tests-and-treatments
"Hernia repair (femoral), see Femoral hernia repair",/conditions/femoral-hernia-repair/,tests-and-treatments
"Hernia repair (inguinal), see Inguinal hernia repair",/conditions/inguinal-hernia-repair/,tests-and-treatments
"Hernia repair (umbilical), see Umbilical hernia repair",/conditions/umbilical-hernia-repair/,tests-and-treatments
Hib/MenC vaccine,/vaccinations/hib-menc-vaccine/,tests-and-treatments
Hip replacement,/tests-and-treatments/hip-replacement/,tests-and-treatments
Home oxygen therapy,/conditions/home-oxygen-treatment/,tests-and-treatments
Homeopathy,/conditions/homeopathy/,tests-and-treatments
How to check your breasts or chest,/tests-and-treatments/how-to-check-your-breasts-or-chest/,tests-and-treatments
How to check your testicles,/tests-and-treatments/how-to-check-your-testicles/,tests-and-treatments
How to collect a sample of poo (stool sample),/conditions/how-to-collect-a-sample-of-poo-stool-sample/,tests-and-treatments
HPV vaccine,/vaccinations/hpv-vaccine/,tests-and-treatments
Hypnotherapy,/conditions/hypnotherapy/,tests-and-treatments
Hysterectomy,/conditions/hysterectomy/,tests-and-treatments
Hysteroscopy,/conditions/hysteroscopy/,tests-and-treatments
Ileostomy,/tests-and-treatments/ileostomy/,tests-and-treatments
Inguinal hernia repair,/conditions/inguinal-hernia-repair/,tests-and-treatments
Intensive care,/conditions/intensive-care/,tests-and-treatments
Internal (female) condoms,/contraception/methods-of-contraception/internal-condoms/,tests-and-treatments
Intrauterine insemination (IUI),/conditions/intrauterine-insemination-iui/,tests-and-treatments
IUD (intrauterine device) or copper coil,/contraception/methods-of-contraception/iud-coil/,tests-and-treatments
IUS (intrauterine system) or hormonal coil,/contraception/methods-of-contraception/ius-hormonal-coil/,tests-and-treatments
IVF,/conditions/ivf/,tests-and-treatments
Knee ligament surgery,/conditions/knee-ligament-surgery/,tests-and-treatments
Knee replacement,/tests-and-treatments/knee-replacement/,tests-and-treatments
Lactate dehydrogenase (LDH) test,/conditions/ldh-test/,tests-and-treatments
Laparoscopy (keyhole surgery),/conditions/laparoscopy/,tests-and-treatments
Laser eye surgery and lens surgery,/conditions/laser-eye-surgery-and-lens-surgery/,tests-and-treatments
Local anaesthesia,/conditions/local-anaesthesia/,tests-and-treatments
Lumbar decompression surgery,/conditions/lumbar-decompression-surgery/,tests-and-treatments
Lumbar puncture,/conditions/lumbar-puncture/,tests-and-treatments
Lung cancer screening,/conditions/lung-cancer-screening/,tests-and-treatments
Magnesium test,/conditions/magnesium-test/,tests-and-treatments
"Male sterilisation, see Vasectomy",/contraception/methods-of-contraception/vasectomy-male-sterilisation/,tests-and-treatments
"Mammogram, see Breast screening (mammogram)",/conditions/breast-screening-mammogram/,tests-and-treatments
Mastectomy,/conditions/mastectomy/,tests-and-treatments
MenACWY vaccine,/vaccinations/menacwy-vaccine/,tests-and-treatments
MenB vaccine,/vaccinations/menb-vaccine/,tests-and-treatments
"MMR (measles, mumps and rubella) vaccine",/vaccinations/mmr-vaccine/,tests-and-treatments
MRI scan,/conditions/mri-scan/,tests-and-treatments
Natural family planning,/contraception/methods-of-contraception/natural-family-planning/,tests-and-treatments
NHS Health Check,/tests-and-treatments/nhs-health-check/,tests-and-treatments
NHS screening,/conditions/nhs-screening/,tests-and-treatments
Occupational therapy,/conditions/occupational-therapy/,tests-and-treatments
Orthodontics,/conditions/orthodontics/,tests-and-treatments
Osteopathy,/conditions/osteopathy/,tests-and-treatments
"Oxygen therapy, see Home oxygen therapy",/conditions/home-oxygen-treatment/,tests-and-treatments
Pacemaker implantation,/conditions/pacemaker-implantation/,tests-and-treatments
"Palliative care, see End of life care",/tests-and-treatments/end-of-life-care/,tests-and-treatments
Peak flow test,/conditions/peak-flow-test/,tests-and-treatments
PET scan,/conditions/pet-scan/,tests-and-treatments
Phosphate test,/conditions/phosphate-test/,tests-and-treatments
Photodynamic therapy (PDT),/conditions/photodynamic-therapy/,tests-and-treatments
Physiotherapy,/conditions/physiotherapy/,tests-and-treatments
Plastic surgery,/conditions/plastic-surgery/,tests-and-treatments
Pneumococcal vaccine,/vaccinations/pneumococcal-vaccine/,tests-and-treatments
Post-mortem,/conditions/post-mortem/,tests-and-treatments
Potassium test,/conditions/potassium-test/,tests-and-treatments
"Pre-school booster vaccine, see 4-in-1 pre-school booster vaccine",/vaccinations/4-in-1-preschool-booster-vaccine/,tests-and-treatments
Predictive genetic tests for cancer risk genes,/conditions/predictive-genetic-tests-cancer/,tests-and-treatments
Probiotics,/conditions/probiotics/,tests-and-treatments
Progestogen-only pill,/contraception/methods-of-contraception/progestogen-only-pill/,tests-and-treatments
PSA test,/conditions/psa-test/,tests-and-treatments
Psychiatry,/mental-health/talking-therapies-medicine-treatments/medicines-and-psychiatry/psychiatry/,tests-and-treatments
Radiotherapy,/conditions/radiotherapy/,tests-and-treatments
Rectal examination,/conditions/rectal-examination/,tests-and-treatments
Red blood cell count,/conditions/red-blood-count/,tests-and-treatments
"Respiratory syncytial virus (RSV) vaccine, see RSV vaccine",/vaccinations/rsv-vaccine/,tests-and-treatments
Root canal treatment,/conditions/root-canal-treatment/,tests-and-treatments
Rotavirus vaccine,/vaccinations/rotavirus-vaccine/,tests-and-treatments
RSV vaccine,/vaccinations/rsv-vaccine/,tests-and-treatments
Shingles vaccine,/vaccinations/shingles-vaccine/,tests-and-treatments
Spirometry,/conditions/spirometry/,tests-and-treatments
Spleen problems and spleen removal,/conditions/spleen-problems-and-spleen-removal/,tests-and-treatments
Stem cell and bone marrow transplants,/conditions/stem-cell-transplant/,tests-and-treatments
"Stent insertion, see Coronary angioplasty and stent insertion",/conditions/coronary-angioplasty/,tests-and-treatments
"Sterilisation (female), see Female sterilisation",/contraception/methods-of-contraception/female-sterilisation/,tests-and-treatments
"Sterlisation (male), see Vasectomy",/contraception/methods-of-contraception/vasectomy-male-sterilisation/,tests-and-treatments
Support for people who may have been affected by infected blood,/conditions/support-for-people-who-may-have-been-affected-by-infected-blood/,tests-and-treatments
"Surgery (having an operation), see Having an operation (surgery)",/conditions/having-surgery/,tests-and-treatments
Td/IPV vaccine (3-in-1 teenage booster),/vaccinations/td-ipv-vaccine-3-in-1-teenage-booster/,tests-and-treatments
Teeth whitening,/conditions/teeth-whitening/,tests-and-treatments
TENS (transcutaneous electrical nerve stimulation),/conditions/transcutaneous-electrical-nerve-stimulation-tens/,tests-and-treatments
Total iron-binding capacity (TIBC) and transferrin test,/conditions/tibc-test/,tests-and-treatments
Total protein test,/conditions/total-protein-test/,tests-and-treatments
Tracheostomy,/conditions/tracheostomy/,tests-and-treatments
Transurethral resection of the prostate (TURP),/conditions/transurethral-resection-of-the-prostate-turp/,tests-and-treatments
Travel vaccinations,/vaccinations/travel-vaccinations/,tests-and-treatments
Ultrasound scan,/conditions/ultrasound-scan/,tests-and-treatments
Umbilical hernia repair,/conditions/umbilical-hernia-repair/,tests-and-treatments
Urinary catheter,/conditions/urinary-catheters/,tests-and-treatments
Urine albumin to creatinine ratio (ACR),/conditions/acr-test/,tests-and-treatments
Vaccinations,/vaccinations/,tests-and-treatments
Vaginal ring,/contraception/methods-of-contraception/vaginal-ring/,tests-and-treatments
Vasectomy,/contraception/methods-of-contraception/vasectomy-male-sterilisation/,tests-and-treatments
Vitamins and minerals,/conditions/vitamins-and-minerals/,tests-and-treatments
Weight loss surgery,/tests-and-treatments/weight-loss-surgery/,tests-and-treatments
Wisdom tooth removal,/conditions/wisdom-tooth-removal/,tests-and-treatments
X-ray,/conditions/x-ray/,tests-and-treatments
Aciclovir (Zovirax),/medicines/aciclovir/,medicines
Acrivastine,/medicines/acrivastine/,medicines
Adalimumab,/medicines/adalimumab/,medicines
Alendronic acid,/medicines/alendronic-acid/,medicines
Allopurinol,/medicines/allopurinol/,medicines
Alogliptin,/medicines/alogliptin/,medicines
Amitriptyline for depression,/medicines/amitriptyline-for-depression/,medicines
Amitriptyline for pain and migraine,/medicines/amitriptyline-for-pain/,medicines
Amlodipine,/medicines/amlodipine/,medicines
Amoxicillin,/medicines/amoxicillin/,medicines
Anastrozole,/medicines/anastrozole/,medicines
Antacids,/conditions/antacids/,medicines
Antibiotics,/conditions/antibiotics/,medicines
Anticoagulant medicines,/conditions/anticoagulants/,medicines
Antidepressants,/mental-health/talking-therapies-medicine-treatments/medicines-and-psychiatry/antidepressants/,medicines
Antifungal medicines,/conditions/antifungal-medicines/,medicines
Antihistamines,/conditions/antihistamines/,medicines
Apixaban,/medicines/apixaban/,medicines
